Course,Field,studylevel,AreaofInterest,C_education,Grade,Skills,Age
MASTER OF ARTS [MA] (TRANSLATION STUDIES),TRANSLATION STUDIES,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (INTERIOR DESIGN),INTERIOR DESIGN,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (APPLIED LINGUISTICS),APPLIED LINGUISTICS,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (BROADCAST JOURNALISM),BROADCAST JOURNALISM,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (CULTURAL STUDIES),CULTURAL STUDIES,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (QUANTITATIVE ECONOMICS),QUANTITATIVE ECONOMICS,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (CULTURE AND MEDIA STUDIES),CULTURE AND MEDIA STUDIES,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ETHICS),ETHICS,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (CAREER COUNSELLING),CAREER COUNSELLING,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (COMPARATIVE INDIAN LITERATURE),COMPARATIVE INDIAN LITERATURE,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (GEOLOGY),GEOLOGY,Arts,4,3,50,1,21
MASTER OF LABOUR STUDIES,LABOUR STUDIES,Arts,4,3,50,1,21
M.A. (PUBLIC POLICY),PUBLIC POLICY,Arts,4,3,50,1,21
MASTER OF VISUAL ARTS [MVA],VISUAL ARTS,Arts,4,3,50,1,21
MASTER OF PERFORMING ARTS [MPA],PERFORMING ARTS,Arts,4,3,50,1,21
MASTER OF DIVINITY [M.DIV],DIVINITY,Arts,4,3,50,1,21
MASTER OF THEOLOGY [M.TH],THEOLOGY,Arts,4,3,50,1,21
MASTER OF LIBRARY AND INFORMATION SCIENCE [M.LIB.I.SC],LIBRARY AND INFORMATION SCIENCE,Arts,4,3,50,1,21
MASTER OF FINE ARTS [MFA],,Arts,4,3,50,1,21
MASTER OF FINE ARTS [MFA] (PAINTING),PAINTING,Arts,4,3,50,1,21
MASTER OF FINE ARTS [MFA] (APPLIED ARTS),APPLIED ARTS,Arts,4,3,50,1,21
MASTER OF FINE ARTS [MFA] (CERAMICS),CERAMICS,Arts,4,3,50,1,21
MASTER IN SOCIAL WORK [MSW],,Arts,4,3,50,1,21
POST GRADUATE DIPLOMA IN SOCIAL WORK [PGDSW],SOCIAL WORK,Arts,4,3,50,1,21
POST GRADUATE DIPLOMA IN THE TEACHING OF ENGLISH [PGDTE],TEACHING OF ENGLISH,Arts,4,3,50,1,21
POST GRADUATE DIPLOMA IN EARLY CHILDHOOD- EDUCATION AND DEVELOPMENT,CHILDHOOD EDUCATION AND DEVELOPMENT,Arts,4,3,50,1,21
POST GRADUATE DIPLOMA IN PUBLIC ADMINISTRATION,PUBLIC ADMINISTRATION,Arts,4,3,50,1,21
POST GRADUATE DIPLOMA COURSE IN COUNSELLING,COUNSELLING,Arts,4,3,50,1,21
POST GRADUATE DIPLOMA IN PUBLIC RELATIONS,PUBLIC RELATIONS,Arts,4,3,50,1,21
POST GRADUATE DIPLOMA IN GUIDANCE & COUNSELLING,GUIDANCE AND COUNSELLING,Arts,4,3,50,1,21
MASTER OF SCIENCE [M.SC] (AVIATION),AVIATION,AVIATION,5,3,50,1,21
MASTER OF COMMERCE [M.COM] (FINANCE),FINANCE,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (COMPUTER APPLICATIONS),COMPUTER APPLICATIONS,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (ACCOUNTANCY),ACCOUNTANCY,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (ACCOUNTING AND FINANCE),ACCOUNTING AND FINANCE,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (MARKETING),MARKETING,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (BANKING AND FINANCE),BANKING AND FINANCE,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (BUSINESS ADMINISTRATION),BUSINESS ADMINISTRATION,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (BUSINESS MANAGEMENT),BUSINESS MANAGEMENT,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (FINANCIAL MANAGEMENT),FINANCIAL MANAGEMENT,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (E-COMMERCE),E-COMMERCE,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (TAXATION),TAXATION,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (BANKING),BANKING,COMMERCE,6,3,50,1,21
MASTER OF FINANCE AND CONTROL [MFC],FINANCE AND CONTROL,COMMERCE,6,3,50,1,21
POST GRADUATE DIPLOMA IN ACCOUNTANCY,ACCOUNTANCY,COMMERCE,6,3,50,1,21
MASTER OF BUSINESS ECONOMICS [MBE],BUSINESS ECONOMICS,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (FINANCE & CONTROLS),FINANCE & CONTROLS,COMMERCE,6,3,50,1,21
POST GRADUATE DIPLOMA IN BANK MANAGEMENT [PGDBM],BANK MANAGEMENT,COMMERCE,6,3,50,1,21
POST GRADUATE DIPLOMA IN BANKING,BANKING,COMMERCE,6,3,50,1,21
POST GRADUATE DIPLOMA IN STATISTICS,STATISTICS,COMMERCE,6,3,50,1,21
MASTER OF COMMERCE [M.COM] (STATISTICS),STATISTICS,COMMERCE,6,3,50,1,21
POST GRADUATE DIPLOMA IN ACCOUNTING SOFTWARE [PGDAS],ACCOUNTING SOFTWARE,COMMERCE,6,3,50,1,21
MASTER OF COMPUTER APPLICATIONS [M.C.A],COMPUTER APPLICATIONS,COMPUTER APPLICATIONS,7,3,50,1,21
POST GRADUATE DIPLOMA IN COMPUTER APPLICATIONS [PGDCA],COMPUTER APPLICATIONS,COMPUTER APPLICATIONS,7,3,50,1,21
POST GRADUATE DIPLOMA IN DATA SCIENCE,DATA SCIENCE,COMPUTER APPLICATIONS,7,3,50,1,21
MASTER OF DENTAL SURGERY [MDS],DENTAL,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (CONSERVATIVE DENTISTRY & ENDODONTICS),CONSERVATIVE DENTISTRY AND ENDODONTICS,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (ORAL & MAXILLOFACIAL SURGERY),ORAL AND MAXILLOFACIAL SURGERY,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (ORAL MEDICINE AND RADIOLOGY),ORAL MEDICINE AND RADIOLOGY,DENTAL,8,3,50,1,21
"MASTER OF DENTAL SURGERY [MDS] (PROSTHODONTICS, CROWN & BRIDGE)","PROSTHODONTICS, CROWN & BRIDGE",DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (ORTHODONTICS AND DENTOFACIAL ORTHOPAEDICS),ORTHODONTICS AND DENTOFACIAL ORTHOPAEDICS,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (PERIODONTICS),PERIODONTICS,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (PEDODONTICS & PREVENTIVE DENTISTRY),PEDODONTICS & PREVENTIVE DENTISTRY,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (ORAL PATHOLOGY AND MICROBIOLOGY),ORAL PATHOLOGY AND MICROBIOLOGY,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (PERIODONTOLOGY),PERIODONTOLOGY,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (PROSTHODONTICS),PROSTHODONTICS,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (ORTHODONTICS),ORTHODONTICS,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (PUBLIC HEALTH DENTISTRY),PUBLIC HEALTH DENTISTRY,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (CONSERVATIVE DENTISTRY),CONSERVATIVE DENTISTRY,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (ORAL PATHOLOGY),ORAL PATHOLOGY,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (PEDODONTICS),PEDODONTICS,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (ORAL AND MAXILLOFACIAL PATHOLOGY),ORAL AND MAXILLOFACIAL PATHOLOGY,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (ORAL SURGERY),ORAL SURGERY,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (COMMUNITY DENTISTRY),COMMUNITY DENTISTRY,DENTAL,8,3,50,1,21
MASTER OF DENTAL SURGERY [MDS] (PEDIATRIC DENTISTRY),PEDIATRIC DENTISTRY,DENTAL,8,3,50,1,21
MASTER OF DESIGN [M.DES],DESIGN,DESIGN,9,3,50,1,21
POST GRADUATE DIPLOMA IN INTERIOR DESIGNING,INTERIOR DESIGNING,DESIGN,9,3,50,1,21
POST GRADUATE DIPLOMA IN FASHION DESIGNING,FASHION DESIGNING,DESIGN,9,3,50,1,21
MASTER OF FASHION MANAGEMENT [MFM],FASHION MANAGEMENT,DESIGN,9,3,50,1,21
MASTER OF FASHION TECHNOLOGY [M.F.TECH],FASHION TECHNOLOGY,DESIGN,9,3,50,1,21
MASTER OF TEXTILES [M.TEXT],TEXTILES,DESIGN,9,3,50,1,21
MASTER OF EDUCATION [M.ED],EDUCATION,EDUCATION,10,3,50,1,21
MASTER OF PHYSICAL EDUCATION [M.P.ED],PHYSICAL EDUCATION,EDUCATION,10,3,50,1,21
MASTER OF EDUCATION [M.ED] (ENGLISH),EDUCATION (ENGLISH),EDUCATION,10,3,50,1,21
MASTER OF EDUCATION [M.ED] (SPECIAL EDUCATION),EDUCATION (SPECIAL EDUCATION),EDUCATION,10,3,50,1,21
MASTER OF HOTEL MANAGEMENT [MHM],HOTEL MANAGEMENT,HOTEL MANAGEMENT,11,3,50,1,21
POST GRADUATE DIPLOMA IN HOTEL MANAGEMENT,HOTEL MANAGEMENT,HOTEL MANAGEMENT,11,3,50,1,21
MASTER IN TOURISM AND HOTEL MANAGEMENT [MTHM],HOTEL MANAGEMENT,HOTEL MANAGEMENT,11,3,50,1,21
MASTER OF SCIENCE [M.SC.] (TOURISM AND HOSPITALITY MANAGEMENT),TOURISM AND HOSPITALITY MANAGEMENT,HOTEL MANAGEMENT,11,3,50,1,21
MASTER OF LAWS [L.L.M.],LAW,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (CRIMINAL LAW),CRIMINAL LAW,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (INTELLECTUAL PROPERTY RIGHTS),INTELLECTUAL PROPERTY RIGHTS,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (CONSTITUTIONAL LAW),CONSTITUTIONAL LAW,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (CORPORATE LAW),CORPORATE LAW,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (HUMAN RIGHTS),HUMAN RIGHTS,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (BUSINESS LAW),BUSINESS LAW,LAW,12,3,50,1,21
POST GRADUATE DIPLOMA IN CYBER LAW,CYBER LAW,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (INTERNATIONAL LAW),INTERNATIONAL LAW,LAW,12,3,50,1,21
POST GRADUATE DIPLOMA IN INTELLECTUAL PROPERTY RIGHTS,INTELLECTUAL PROPERTY RIGHTS,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (CORPORATE AND COMMERCIAL LAW),CORPORATE AND COMMERCIAL LAW,LAW,12,3,50,1,21
POST GRADUATE DIPLOMA IN LABOUR LAWS [PGDLL],LABOUR LAWS,LAW,12,3,50,1,21
POST GRADUATE DIPLOMA IN HUMAN RIGHTS,HUMAN RIGHTS,LAW,12,3,50,1,21
DIPLOMA IN LABOUR LAW,LABOUR LAWS,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (LABOUR LAWS),LABOUR LAWS,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (TAXATION LAW),TAXATION LAW,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (ENVIRONMENTAL LAW),ENVIRONMENTAL LAW,LAW,12,3,50,1,21
POST GRADUATE DIPLOMA IN HUMAN RIGHTS LAW [PGDHRL],HUMAN RIGHTS,LAW,12,3,50,1,21
MASTER OF LAWS [L.L.M.] (FAMILY LAW),FAMILY LAW,LAW,12,3,50,1,21
POST GRADUATE DIPLOMA IN CORPORATE LAW [PGDCL],CORPORATE LAW,LAW,12,3,50,1,21
POST GRADUATE DIPLOMA IN LAW,LAW,LAW,12,3,50,1,21
MASTER OF LAWS [LLM] (MARITIME LAW),MARITIME LAW,LAW,12,3,50,1,21
POST GRADUATE DIPLOMA IN BUSINESS LAW [PGDBL],BUSINESS LAW,LAW,12,3,50,1,21
MASTER OF LAW [L.L.M.] IN INTELLECTUAL PROPERTY AND TRADE LAW,INTELLECTUAL PROPERTY AND TRADE LAW,LAW,12,3,50,1,21
POST GRADUATE DIPLOMA IN CRIMINAL JUSTICE [PGDCJ],CRIMINAL JUSTICE,LAW,12,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (COMPUTER SCIENCE AND ENGINEERING),COMPUTER SCIENCE AND ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (STRUCTURAL ENGINEERING),STRUCTURAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ELECTRONICS AND COMMUNICATION ENGINEERING),ELECTRONICS AND COMMUNICATION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (COMPUTER SCIENCE AND ENGINEERING),COMPUTER SCIENCE AND ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (MECHANICAL ENGINEERING),MECHANICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (VLSI DESIGN),VLSI DESIGN,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (THERMAL ENGINEERING),THERMAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (CIVIL ENGINEERING),CIVIL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (POWER SYSTEM ENGINEERING),POWER SYSTEM ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (VLSI DESIGN & EMBEDDED SYSTEM),VLSI DESIGN & EMBEDDED SYSTEM,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (POWER ELECTRONICS),POWER ELECTRONICS,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (STRUCTURAL ENGINEERING),STRUCTURAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (INFORMATION TECHNOLOGY),INFORMATION TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (CAD/ CAM),CAD/ CAM,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ELECTRICAL ENGINEERING),ELECTRICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (COMPUTER SCIENCE),COMPUTER SCIENCE,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH.] (EMBEDDED SYSTEMS),EMBEDDED SYSTEMS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (SOFTWARE ENGINEERING),SOFTWARE ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ENVIRONMENTAL ENGINEERING),ENVIRONMENTAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (POWER ELECTRONICS AND DRIVES),POWER ELECTRONICS AND DRIVES,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (APPLIED ELECTRONICS),APPLIED ELECTRONICS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (BIOTECHNOLOGY),BIOTECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (PRODUCTION ENGINEERING),PRODUCTION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (DIGITAL COMMUNICATION),DIGITAL COMMUNICATION,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (POWER ELECTRONICS AND DRIVES),POWER ELECTRONICS AND DRIVES,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (CHEMICAL ENGINEERING),CHEMICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (TRANSPORTATION ENGINEERING),TRANSPORTATION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (MACHINE DESIGN),MACHINE DESIGN,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (CAD/CAM),CAD/CAM,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (VLSI DESIGN),VLSI DESIGN,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (COMPUTER ENGINEERING),COMPUTER ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (GEOTECHNICAL ENGINEERING),GEOTECHNICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (COMPUTER ENGINEERING),COMPUTER ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (COMMUNICATION SYSTEMS),COMMUNICATION SYSTEMS,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (MANUFACTURING ENGINEERING),MANUFACTURING ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (THERMAL ENGINEERING),THERMAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (POWER SYSTEM ENGINEERING),POWER SYSTEM ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (MECHANICAL ENGINEERING),MECHANICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ELECTRICAL POWER SYSTEM),ELECTRICAL POWER SYSTEM,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (DIGITAL ELECTRONICS & COMMUNICATION SYSTEMS),DIGITAL ELECTRONICS & COMMUNICATION SYSTEMS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ELECTRICAL AND ELECTRONICS ENGINEERING),ELECTRICAL AND ELECTRONICS ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (ENGINEERING DESIGN),ENGINEERING DESIGN,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (COMMUNICATION SYSTEMS),COMMUNICATION SYSTEMS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (CYBER SECURITY),CYBER SECURITY,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (CONSTRUCTION ENGINEERING AND MANAGEMENT),CONSTRUCTION ENGINEERING AND MANAGEMENT,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ELECTRONICS & TELECOMMUNICATIONS ENGINEERING),ELECTRONICS & TELECOMMUNICATIONS ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (CONSTRUCTION ENGINEERING AND MANAGEMENT),CONSTRUCTION ENGINEERING AND MANAGEMENT,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (NANOTECHNOLOGY),NANOTECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (ELECTRONICS & TELECOMMUNICATION ENGINEERING),ELECTRONICS & TELECOMMUNICATION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (SIGNAL PROCESSING),SIGNAL PROCESSING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (COMMUNICATION ENGINEERING),COMMUNICATION ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (FOOD TECHNOLOGY),FOOD TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (DESIGN ENGINEERING),DESIGN ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (RENEWABLE ENERGY),RENEWABLE ENERGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (POWER SYSTEMS AND POWER ELECTRONICS),POWER SYSTEMS AND POWER ELECTRONICS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ARTIFICIAL INTELLIGENCE),ARTIFICIAL INTELLIGENCE,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (CIVIL ENGINEERING),CIVIL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (COMPUTER NETWORK ENGINEERING),COMPUTER NETWORK ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (ELECTRICAL ENGINEERING),ELECTRICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (ELECTRONICS & COMMUNICATION),ELECTRONICS & COMMUNICATION,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (EMBEDDED SYSTEMS),EMBEDDED SYSTEMS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (CONSTRUCTION TECHNOLOGY),CONSTRUCTION TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (INFORMATION TECHNOLOGY),INFORMATION TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (EMBEDDED SYSTEM TECHNOLOGIES),EMBEDDED SYSTEM TECHNOLOGIES,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (WATER RESOURCES ENGINEERING),WATER RESOURCES ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (DIGITAL ELECTRONICS & COMMUNICATION),DIGITAL ELECTRONICS & COMMUNICATION,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (AUTOMOBILE ENGINEERING),AUTOMOBILE ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH.] (MECHATRONICS),MECHATRONICS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ELECTRONICS ENGINEERING),ELECTRONICS ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (ENVIRONMENTAL ENGINEERING),ENVIRONMENTAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (MANUFACTURING ENGINEERING),MANUFACTURING ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (INSTRUMENTATION AND CONTROL ENGINEERING),INSTRUMENTATION AND CONTROL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (SOFTWARE ENGINEERING),SOFTWARE ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (MATERIAL SCIENCE AND ENGINEERING),MATERIAL SCIENCE AND ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ELECTRICAL POWER ENGINEERING),ELECTRICAL POWER ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (PRODUCTION & INDUSTRIAL ENGINEERING),PRODUCTION & INDUSTRIAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (INDUSTRIAL ENGINEERING & MANAGEMENT),INDUSTRIAL ENGINEERING & MANAGEMENT,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (INFORMATION SECURITY),INFORMATION SECURITY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (BIOMEDICAL ENGINEERING),BIOMEDICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (EMBEDDED SYSTEM AND VLSI DESIGN),EMBEDDED SYSTEM AND VLSI DESIGN,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (INDUSTRIAL ENGINEERING),INDUSTRIAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (HEAT POWER),HEAT POWER,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (THERMAL POWER ENGINEERING),THERMAL POWER ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (ENERGY SYSTEM ENGINEERING),ENERGY SYSTEM ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH.],,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (COMPUTER INTEGRATED MANUFACTURING),COMPUTER INTEGRATED MANUFACTURING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (AGRICULTURAL ENGINEERING),AGRICULTURAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (CONTROL SYSTEMS),CONTROL SYSTEMS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (NANO SCIENCE AND TECHNOLOGY),NANO SCIENCE AND TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (COMPUTER SCIENCE & TECHNOLOGY),COMPUTER SCIENCE & TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (VLSI TECHNOLOGY),VLSI TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH.] (ADVANCED MANUFACTURING),ADVANCED MANUFACTURING,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (TEXTILE TECHNOLOGY),TEXTILE TECHNOLOGY,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (DIGITAL SYSTEMS & COMPUTER ELECTRONICS),DIGITAL SYSTEMS & COMPUTER ELECTRONICS,ENGINEERING,13,3,50,1,21
MASTER OF TECHNOLOGY [M.TECH] (BIOINFORMATICS),BIOINFORMATICS,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (CHEMICAL ENGINEERING),CHEMICAL ENGINEERING,ENGINEERING,13,3,50,1,21
MASTER OF ENGINEERING [ME] (DESIGN ENGINEERING),DESIGN ENGINEERING,ENGINEERING,13,3,50,1,21
